ANOVA table for Choice 1 :
             sum_sq        df         F        PR(>F)
choice_1   0.029919      15.0  5.949394  1.381979e-12
Residual  83.811334  249987.0       NaN           NaN

Tukey HSD test results for Choice 1:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
 AWFIT-FFIT AWFIT-WFIT  -0.0236    0.0 -0.0252  -0.022   True
 AWFIT-FFIT BFIT-AWFIT   0.0024    0.0  0.0018   0.003   True
 AWFIT-FFIT  BFIT-BFIT   0.0035    0.0   0.003  0.0041   True
 AWFIT-FFIT  BFIT-FFIT   0.0043    0.0  0.0038  0.0049   True
 AWFIT-FFIT  BFIT-WFIT  -0.0181    0.0 -0.0192  -0.017   True
 AWFIT-FFIT FFIT-AWFIT  -0.0012    0.0 -0.0019 -0.0005   True
 AWFIT-FFIT  FFIT-BFIT  -0.0001    1.0 -0.0008  0.0005  False
 AWFIT-FFIT  FFIT-FFIT   0.0007  0.001  0.0001  0.0014   True
 AWFIT-FFIT  FFIT-WFIT  -0.0225    0.0 -0.0239  -0.021   True
 AWFIT-FFIT WFIT-AWFIT  -0.0133    0.0 -0.0145 -0.0121   True
 AWFIT-FFIT  WFIT-BFIT  -0.0127    0.0 -0.0138 -0.0115   True
 AWFIT-FFIT  WFIT-FFIT  -0.0117    0.0 -0.0128 -0.0107   True
 AWFIT-FFIT  WFIT-WFIT  -0.0291    0.0 -0.0319 -0.0262   True
 AWFIT-WFIT BFIT-AWFIT    0.026    0.0  0.0244  0.0275   True
 AWFIT-WFIT  BFIT-BFIT   0.0271    0.0  0.0256  0.0287   True
 AWFIT-WFIT  BFIT-FFIT   0.0279    0.0  0.0264  0.0295   True
 AWFIT-WFIT  BFIT-WFIT   0.0055    0.0  0.0037  0.0073   True
 AWFIT-WFIT FFIT-AWFIT   0.0224    0.0  0.0208   0.024   True
 AWFIT-WFIT  FFIT-BFIT   0.0235    0.0  0.0219   0.025   True
 AWFIT-WFIT  FFIT-FFIT   0.0243    0.0  0.0228  0.0259   True
 AWFIT-WFIT  FFIT-WFIT   0.0011 0.7266 -0.0009  0.0032  False
 AWFIT-WFIT WFIT-AWFIT   0.0103    0.0  0.0084  0.0121   True
 AWFIT-WFIT  WFIT-BFIT   0.0109    0.0  0.0091  0.0128   True
 AWFIT-WFIT  WFIT-FFIT   0.0119    0.0  0.0101  0.0136   True
 AWFIT-WFIT  WFIT-WFIT  -0.0055    0.0 -0.0087 -0.0023   True
 BFIT-AWFIT  BFIT-BFIT   0.0011    0.0  0.0006  0.0017   True
 BFIT-AWFIT  BFIT-FFIT    0.002    0.0  0.0015  0.0025   True
 BFIT-AWFIT  BFIT-WFIT  -0.0205    0.0 -0.0216 -0.0194   True
 BFIT-AWFIT FFIT-AWFIT  -0.0036    0.0 -0.0043  -0.003   True
 BFIT-AWFIT  FFIT-BFIT  -0.0025    0.0 -0.0031 -0.0019   True
 BFIT-AWFIT  FFIT-FFIT  -0.0017    0.0 -0.0022 -0.0011   True
 BFIT-AWFIT  FFIT-WFIT  -0.0248    0.0 -0.0263 -0.0234   True
 BFIT-AWFIT WFIT-AWFIT  -0.0157    0.0 -0.0169 -0.0146   True
 BFIT-AWFIT  WFIT-BFIT  -0.0151    0.0 -0.0162 -0.0139   True
 BFIT-AWFIT  WFIT-FFIT  -0.0141    0.0 -0.0151 -0.0131   True
 BFIT-AWFIT  WFIT-WFIT  -0.0315    0.0 -0.0343 -0.0286   True
  BFIT-BFIT  BFIT-FFIT   0.0008    0.0  0.0003  0.0013   True
  BFIT-BFIT  BFIT-WFIT  -0.0216    0.0 -0.0227 -0.0205   True
  BFIT-BFIT FFIT-AWFIT  -0.0048    0.0 -0.0054 -0.0041   True
  BFIT-BFIT  FFIT-BFIT  -0.0037    0.0 -0.0043 -0.0031   True
  BFIT-BFIT  FFIT-FFIT  -0.0028    0.0 -0.0034 -0.0023   True
  BFIT-BFIT  FFIT-WFIT   -0.026    0.0 -0.0274 -0.0245   True
  BFIT-BFIT WFIT-AWFIT  -0.0169    0.0  -0.018 -0.0157   True
  BFIT-BFIT  WFIT-BFIT  -0.0162    0.0 -0.0173 -0.0151   True
  BFIT-BFIT  WFIT-FFIT  -0.0153    0.0 -0.0163 -0.0142   True
  BFIT-BFIT  WFIT-WFIT  -0.0326    0.0 -0.0354 -0.0298   True
  BFIT-FFIT  BFIT-WFIT  -0.0224    0.0 -0.0235 -0.0214   True
  BFIT-FFIT FFIT-AWFIT  -0.0056    0.0 -0.0062  -0.005   True
  BFIT-FFIT  FFIT-BFIT  -0.0045    0.0 -0.0051 -0.0039   True
  BFIT-FFIT  FFIT-FFIT  -0.0036    0.0 -0.0042 -0.0031   True
  BFIT-FFIT  FFIT-WFIT  -0.0268    0.0 -0.0283 -0.0254   True
  BFIT-FFIT WFIT-AWFIT  -0.0177    0.0 -0.0189 -0.0165   True
  BFIT-FFIT  WFIT-BFIT   -0.017    0.0 -0.0181 -0.0159   True
  BFIT-FFIT  WFIT-FFIT  -0.0161    0.0 -0.0171 -0.0151   True
  BFIT-FFIT  WFIT-WFIT  -0.0334    0.0 -0.0363 -0.0306   True
  BFIT-WFIT FFIT-AWFIT   0.0169    0.0  0.0157   0.018   True
  BFIT-WFIT  FFIT-BFIT   0.0179    0.0  0.0168  0.0191   True
  BFIT-WFIT  FFIT-FFIT   0.0188    0.0  0.0177  0.0199   True
  BFIT-WFIT  FFIT-WFIT  -0.0044    0.0 -0.0061 -0.0026   True
  BFIT-WFIT WFIT-AWFIT   0.0047    0.0  0.0032  0.0063   True
  BFIT-WFIT  WFIT-BFIT   0.0054    0.0   0.004  0.0069   True
  BFIT-WFIT  WFIT-FFIT   0.0064    0.0   0.005  0.0078   True
  BFIT-WFIT  WFIT-WFIT   -0.011    0.0  -0.014  -0.008   True
 FFIT-AWFIT  FFIT-BFIT   0.0011    0.0  0.0004  0.0018   True
 FFIT-AWFIT  FFIT-FFIT   0.0019    0.0  0.0013  0.0026   True
 FFIT-AWFIT  FFIT-WFIT  -0.0212    0.0 -0.0227 -0.0197   True
 FFIT-AWFIT WFIT-AWFIT  -0.0121    0.0 -0.0133 -0.0109   True
 FFIT-AWFIT  WFIT-BFIT  -0.0114    0.0 -0.0126 -0.0103   True
 FFIT-AWFIT  WFIT-FFIT  -0.0105    0.0 -0.0116 -0.0094   True
 FFIT-AWFIT  WFIT-WFIT  -0.0278    0.0 -0.0307  -0.025   True
  FFIT-BFIT  FFIT-FFIT   0.0009    0.0  0.0002  0.0015   True
  FFIT-BFIT  FFIT-WFIT  -0.0223    0.0 -0.0238 -0.0208   True
  FFIT-BFIT WFIT-AWFIT  -0.0132    0.0 -0.0144  -0.012   True
  FFIT-BFIT  WFIT-BFIT  -0.0125    0.0 -0.0136 -0.0114   True
  FFIT-BFIT  WFIT-FFIT  -0.0116    0.0 -0.0126 -0.0105   True
  FFIT-BFIT  WFIT-WFIT  -0.0289    0.0 -0.0318 -0.0261   True
  FFIT-FFIT  FFIT-WFIT  -0.0232    0.0 -0.0247 -0.0217   True
  FFIT-FFIT WFIT-AWFIT  -0.0141    0.0 -0.0153 -0.0129   True
  FFIT-FFIT  WFIT-BFIT  -0.0134    0.0 -0.0145 -0.0123   True
  FFIT-FFIT  WFIT-FFIT  -0.0124    0.0 -0.0135 -0.0114   True
  FFIT-FFIT  WFIT-WFIT  -0.0298    0.0 -0.0327 -0.0269   True
  FFIT-WFIT WFIT-AWFIT   0.0091    0.0  0.0073  0.0109   True
  FFIT-WFIT  WFIT-BFIT   0.0098    0.0  0.0081  0.0115   True
  FFIT-WFIT  WFIT-FFIT   0.0107    0.0   0.009  0.0124   True
  FFIT-WFIT  WFIT-WFIT  -0.0066    0.0 -0.0098 -0.0035   True
 WFIT-AWFIT  WFIT-BFIT   0.0007 0.9328 -0.0008  0.0022  False
 WFIT-AWFIT  WFIT-FFIT   0.0016 0.0017  0.0002  0.0031   True
 WFIT-AWFIT  WFIT-WFIT  -0.0157    0.0 -0.0188 -0.0127   True
  WFIT-BFIT  WFIT-FFIT   0.0009 0.4013 -0.0005  0.0023  False
  WFIT-BFIT  WFIT-WFIT  -0.0164    0.0 -0.0194 -0.0134   True
  WFIT-FFIT  WFIT-WFIT  -0.0173    0.0 -0.0203 -0.0144   True
-------------------------------------------------------------

ANOVA table for Choice 5 :
             sum_sq        df            F  PR(>F)
choice_5   7.245070      15.0  1576.382543     0.0
Residual  76.596183  249987.0          NaN     NaN

Tukey HSD test results for Choice 5:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0031    0.0  0.0024  0.0038   True
AWFIT-AWFIT AWFIT-FFIT   0.0025    0.0  0.0017  0.0032   True
AWFIT-AWFIT AWFIT-WFIT   -0.018    0.0 -0.0196 -0.0165   True
AWFIT-AWFIT BFIT-AWFIT   0.0027    0.0  0.0019  0.0034   True
AWFIT-AWFIT  BFIT-BFIT   0.0059    0.0  0.0052  0.0066   True
AWFIT-AWFIT  BFIT-FFIT   0.0046    0.0  0.0039  0.0053   True
AWFIT-AWFIT  BFIT-WFIT  -0.0163    0.0 -0.0176 -0.0149   True
AWFIT-AWFIT FFIT-AWFIT   0.0022    0.0  0.0014  0.0029   True
AWFIT-AWFIT  FFIT-BFIT   0.0051    0.0  0.0045  0.0058   True
AWFIT-AWFIT  FFIT-FFIT   0.0035    0.0  0.0028  0.0042   True
AWFIT-AWFIT  FFIT-WFIT  -0.0176    0.0  -0.019 -0.0162   True
AWFIT-AWFIT WFIT-AWFIT   -0.015    0.0 -0.0164 -0.0136   True
AWFIT-AWFIT  WFIT-BFIT  -0.0112    0.0 -0.0123   -0.01   True
AWFIT-AWFIT  WFIT-FFIT  -0.0134    0.0 -0.0146 -0.0121   True
AWFIT-AWFIT  WFIT-WFIT   -0.029    0.0 -0.0326 -0.0254   True
 AWFIT-BFIT AWFIT-FFIT  -0.0006 0.0225 -0.0013     0.0  False
 AWFIT-BFIT AWFIT-WFIT  -0.0211    0.0 -0.0226 -0.0196   True
 AWFIT-BFIT BFIT-AWFIT  -0.0004 0.3601 -0.0011  0.0002  False
 AWFIT-BFIT  BFIT-BFIT   0.0028    0.0  0.0023  0.0034   True
 AWFIT-BFIT  BFIT-FFIT   0.0015    0.0  0.0009  0.0021   True
 AWFIT-BFIT  BFIT-WFIT  -0.0194    0.0 -0.0206 -0.0181   True
 AWFIT-BFIT FFIT-AWFIT  -0.0009    0.0 -0.0016 -0.0003   True
 AWFIT-BFIT  FFIT-BFIT    0.002    0.0  0.0015  0.0026   True
 AWFIT-BFIT  FFIT-FFIT   0.0004 0.2894 -0.0002   0.001  False
 AWFIT-BFIT  FFIT-WFIT  -0.0207    0.0  -0.022 -0.0194   True
 AWFIT-BFIT WFIT-AWFIT  -0.0181    0.0 -0.0194 -0.0167   True
 AWFIT-BFIT  WFIT-BFIT  -0.0143    0.0 -0.0153 -0.0132   True
 AWFIT-BFIT  WFIT-FFIT  -0.0165    0.0 -0.0177 -0.0153   True
 AWFIT-BFIT  WFIT-WFIT  -0.0321    0.0 -0.0356 -0.0285   True
 AWFIT-FFIT AWFIT-WFIT  -0.0205    0.0  -0.022  -0.019   True
 AWFIT-FFIT BFIT-AWFIT   0.0002 0.9994 -0.0005  0.0009  False
 AWFIT-FFIT  BFIT-BFIT   0.0034    0.0  0.0028   0.004   True
 AWFIT-FFIT  BFIT-FFIT   0.0021    0.0  0.0015  0.0028   True
 AWFIT-FFIT  BFIT-WFIT  -0.0187    0.0   -0.02 -0.0174   True
 AWFIT-FFIT FFIT-AWFIT  -0.0003 0.9306  -0.001  0.0004  False
 AWFIT-FFIT  FFIT-BFIT   0.0027    0.0   0.002  0.0033   True
 AWFIT-FFIT  FFIT-FFIT   0.0011    0.0  0.0004  0.0017   True
 AWFIT-FFIT  FFIT-WFIT  -0.0201    0.0 -0.0214 -0.0187   True
 AWFIT-FFIT WFIT-AWFIT  -0.0175    0.0 -0.0188 -0.0161   True
 AWFIT-FFIT  WFIT-BFIT  -0.0136    0.0 -0.0147 -0.0125   True
 AWFIT-FFIT  WFIT-FFIT  -0.0159    0.0 -0.0171 -0.0146   True
 AWFIT-FFIT  WFIT-WFIT  -0.0315    0.0  -0.035 -0.0279   True
 AWFIT-WFIT BFIT-AWFIT   0.0207    0.0  0.0192  0.0222   True
 AWFIT-WFIT  BFIT-BFIT   0.0239    0.0  0.0224  0.0254   True
 AWFIT-WFIT  BFIT-FFIT   0.0226    0.0  0.0211  0.0241   True
 AWFIT-WFIT  BFIT-WFIT   0.0018 0.0222 -0.0001  0.0037  False
 AWFIT-WFIT FFIT-AWFIT   0.0202    0.0  0.0187  0.0217   True
 AWFIT-WFIT  FFIT-BFIT   0.0232    0.0  0.0217  0.0247   True
 AWFIT-WFIT  FFIT-FFIT   0.0216    0.0    0.02  0.0231   True
 AWFIT-WFIT  FFIT-WFIT   0.0004 0.9999 -0.0015  0.0024  False
 AWFIT-WFIT WFIT-AWFIT   0.0031    0.0  0.0011   0.005   True
 AWFIT-WFIT  WFIT-BFIT   0.0069    0.0  0.0051  0.0086   True
 AWFIT-WFIT  WFIT-FFIT   0.0046    0.0  0.0028  0.0065   True
 AWFIT-WFIT  WFIT-WFIT   -0.011    0.0 -0.0148 -0.0071   True
 BFIT-AWFIT  BFIT-BFIT   0.0032    0.0  0.0027  0.0038   True
 BFIT-AWFIT  BFIT-FFIT   0.0019    0.0  0.0013  0.0025   True
 BFIT-AWFIT  BFIT-WFIT  -0.0189    0.0 -0.0202 -0.0176   True
 BFIT-AWFIT FFIT-AWFIT  -0.0005  0.194 -0.0012  0.0002  False
 BFIT-AWFIT  FFIT-BFIT   0.0025    0.0  0.0019  0.0031   True
 BFIT-AWFIT  FFIT-FFIT   0.0009    0.0  0.0002  0.0015   True
 BFIT-AWFIT  FFIT-WFIT  -0.0202    0.0 -0.0216 -0.0189   True
 BFIT-AWFIT WFIT-AWFIT  -0.0176    0.0  -0.019 -0.0163   True
 BFIT-AWFIT  WFIT-BFIT  -0.0138    0.0 -0.0149 -0.0127   True
 BFIT-AWFIT  WFIT-FFIT  -0.0161    0.0 -0.0172 -0.0149   True
 BFIT-AWFIT  WFIT-WFIT  -0.0317    0.0 -0.0352 -0.0281   True
  BFIT-BFIT  BFIT-FFIT  -0.0013    0.0 -0.0018 -0.0008   True
  BFIT-BFIT  BFIT-WFIT  -0.0222    0.0 -0.0234 -0.0209   True
  BFIT-BFIT FFIT-AWFIT  -0.0037    0.0 -0.0043 -0.0031   True
  BFIT-BFIT  FFIT-BFIT  -0.0008    0.0 -0.0013 -0.0003   True
  BFIT-BFIT  FFIT-FFIT  -0.0024    0.0 -0.0029 -0.0018   True
  BFIT-BFIT  FFIT-WFIT  -0.0235    0.0 -0.0248 -0.0222   True
  BFIT-BFIT WFIT-AWFIT  -0.0209    0.0 -0.0222 -0.0195   True
  BFIT-BFIT  WFIT-BFIT  -0.0171    0.0 -0.0181  -0.016   True
  BFIT-BFIT  WFIT-FFIT  -0.0193    0.0 -0.0204 -0.0181   True
  BFIT-BFIT  WFIT-WFIT  -0.0349    0.0 -0.0384 -0.0314   True
  BFIT-FFIT  BFIT-WFIT  -0.0209    0.0 -0.0221 -0.0196   True
  BFIT-FFIT FFIT-AWFIT  -0.0024    0.0 -0.0031 -0.0018   True
  BFIT-FFIT  FFIT-BFIT   0.0005 0.0143    -0.0  0.0011  False
  BFIT-FFIT  FFIT-FFIT  -0.0011    0.0 -0.0017 -0.0005   True
  BFIT-FFIT  FFIT-WFIT  -0.0222    0.0 -0.0235 -0.0209   True
  BFIT-FFIT WFIT-AWFIT  -0.0196    0.0 -0.0209 -0.0182   True
  BFIT-FFIT  WFIT-BFIT  -0.0158    0.0 -0.0168 -0.0147   True
  BFIT-FFIT  WFIT-FFIT   -0.018    0.0 -0.0192 -0.0168   True
  BFIT-FFIT  WFIT-WFIT  -0.0336    0.0 -0.0371 -0.0301   True
  BFIT-WFIT FFIT-AWFIT   0.0184    0.0  0.0171  0.0197   True
  BFIT-WFIT  FFIT-BFIT   0.0214    0.0  0.0201  0.0226   True
  BFIT-WFIT  FFIT-FFIT   0.0198    0.0  0.0185  0.0211   True
  BFIT-WFIT  FFIT-WFIT  -0.0013 0.1816 -0.0031  0.0004  False
  BFIT-WFIT WFIT-AWFIT   0.0013 0.2634 -0.0005   0.003  False
  BFIT-WFIT  WFIT-BFIT   0.0051    0.0  0.0035  0.0066   True
  BFIT-WFIT  WFIT-FFIT   0.0029    0.0  0.0012  0.0045   True
  BFIT-WFIT  WFIT-WFIT  -0.0127    0.0 -0.0164  -0.009   True
 FFIT-AWFIT  FFIT-BFIT    0.003    0.0  0.0024  0.0036   True
 FFIT-AWFIT  FFIT-FFIT   0.0014    0.0  0.0007   0.002   True
 FFIT-AWFIT  FFIT-WFIT  -0.0197    0.0 -0.0211 -0.0184   True
 FFIT-AWFIT WFIT-AWFIT  -0.0171    0.0 -0.0185 -0.0158   True
 FFIT-AWFIT  WFIT-BFIT  -0.0133    0.0 -0.0144 -0.0122   True
 FFIT-AWFIT  WFIT-FFIT  -0.0155    0.0 -0.0168 -0.0143   True
 FFIT-AWFIT  WFIT-WFIT  -0.0311    0.0 -0.0347 -0.0276   True
  FFIT-BFIT  FFIT-FFIT  -0.0016    0.0 -0.0022  -0.001   True
  FFIT-BFIT  FFIT-WFIT  -0.0227    0.0  -0.024 -0.0214   True
  FFIT-BFIT WFIT-AWFIT  -0.0201    0.0 -0.0215 -0.0188   True
  FFIT-BFIT  WFIT-BFIT  -0.0163    0.0 -0.0174 -0.0153   True
  FFIT-BFIT  WFIT-FFIT  -0.0185    0.0 -0.0197 -0.0174   True
  FFIT-BFIT  WFIT-WFIT  -0.0341    0.0 -0.0377 -0.0306   True
  FFIT-FFIT  FFIT-WFIT  -0.0211    0.0 -0.0224 -0.0198   True
  FFIT-FFIT WFIT-AWFIT  -0.0185    0.0 -0.0199 -0.0171   True
  FFIT-FFIT  WFIT-BFIT  -0.0147    0.0 -0.0158 -0.0136   True
  FFIT-FFIT  WFIT-FFIT  -0.0169    0.0 -0.0181 -0.0157   True
  FFIT-FFIT  WFIT-WFIT  -0.0325    0.0 -0.0361  -0.029   True
  FFIT-WFIT WFIT-AWFIT   0.0026    0.0  0.0008  0.0044   True
  FFIT-WFIT  WFIT-BFIT   0.0064    0.0  0.0048   0.008   True
  FFIT-WFIT  WFIT-FFIT   0.0042    0.0  0.0025  0.0059   True
  FFIT-WFIT  WFIT-WFIT  -0.0114    0.0 -0.0151 -0.0077   True
 WFIT-AWFIT  WFIT-BFIT   0.0038    0.0  0.0022  0.0054   True
 WFIT-AWFIT  WFIT-FFIT   0.0016 0.0258 -0.0001  0.0033  False
 WFIT-AWFIT  WFIT-WFIT   -0.014    0.0 -0.0178 -0.0103   True
  WFIT-BFIT  WFIT-FFIT  -0.0022    0.0 -0.0037 -0.0007   True
  WFIT-BFIT  WFIT-WFIT  -0.0178    0.0 -0.0215 -0.0142   True
  WFIT-FFIT  WFIT-WFIT  -0.0156    0.0 -0.0193 -0.0119   True
-------------------------------------------------------------

ANOVA table for Choice 6 :
             sum_sq        df            F  PR(>F)
choice_6  10.877008      15.0  2484.422951     0.0
Residual  72.964245  249987.0          NaN     NaN

Tukey HSD test results for Choice 6:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0073    0.0  0.0061  0.0084   True
AWFIT-AWFIT AWFIT-FFIT   0.0053    0.0   0.004  0.0065   True
AWFIT-AWFIT AWFIT-WFIT  -0.0154    0.0 -0.0179 -0.0128   True
AWFIT-AWFIT BFIT-AWFIT   0.0065    0.0  0.0053  0.0076   True
AWFIT-AWFIT  BFIT-BFIT   0.0171    0.0   0.016  0.0182   True
AWFIT-AWFIT  BFIT-FFIT   0.0145    0.0  0.0134  0.0156   True
AWFIT-AWFIT  BFIT-WFIT  -0.0099    0.0 -0.0115 -0.0084   True
AWFIT-AWFIT FFIT-AWFIT   0.0027    0.0  0.0014   0.004   True
AWFIT-AWFIT  FFIT-BFIT   0.0133    0.0  0.0122  0.0144   True
AWFIT-AWFIT  FFIT-FFIT   0.0111    0.0    0.01  0.0122   True
AWFIT-AWFIT  FFIT-WFIT   -0.013    0.0 -0.0148 -0.0112   True
AWFIT-AWFIT WFIT-AWFIT  -0.0118    0.0 -0.0141 -0.0095   True
AWFIT-AWFIT  WFIT-BFIT  -0.0027    0.0 -0.0041 -0.0012   True
AWFIT-AWFIT  WFIT-FFIT  -0.0051    0.0 -0.0066 -0.0035   True
AWFIT-AWFIT  WFIT-WFIT  -0.0223    0.0 -0.0271 -0.0175   True
 AWFIT-BFIT AWFIT-FFIT   -0.002    0.0 -0.0028 -0.0012   True
 AWFIT-BFIT AWFIT-WFIT  -0.0226    0.0  -0.025 -0.0203   True
 AWFIT-BFIT BFIT-AWFIT  -0.0008 0.0051 -0.0016    -0.0   True
 AWFIT-BFIT  BFIT-BFIT   0.0099    0.0  0.0093  0.0104   True
 AWFIT-BFIT  BFIT-FFIT   0.0072    0.0  0.0066  0.0078   True
 AWFIT-BFIT  BFIT-WFIT  -0.0172    0.0 -0.0185 -0.0159   True
 AWFIT-BFIT FFIT-AWFIT  -0.0045    0.0 -0.0054 -0.0036   True
 AWFIT-BFIT  FFIT-BFIT   0.0061    0.0  0.0054  0.0067   True
 AWFIT-BFIT  FFIT-FFIT   0.0038    0.0  0.0032  0.0045   True
 AWFIT-BFIT  FFIT-WFIT  -0.0202    0.0 -0.0218 -0.0186   True
 AWFIT-BFIT WFIT-AWFIT  -0.0191    0.0 -0.0212 -0.0169   True
 AWFIT-BFIT  WFIT-BFIT  -0.0099    0.0  -0.011 -0.0088   True
 AWFIT-BFIT  WFIT-FFIT  -0.0123    0.0 -0.0136 -0.0111   True
 AWFIT-BFIT  WFIT-WFIT  -0.0295    0.0 -0.0342 -0.0248   True
 AWFIT-FFIT AWFIT-WFIT  -0.0206    0.0  -0.023 -0.0183   True
 AWFIT-FFIT BFIT-AWFIT   0.0012    0.0  0.0004   0.002   True
 AWFIT-FFIT  BFIT-BFIT   0.0118    0.0  0.0112  0.0125   True
 AWFIT-FFIT  BFIT-FFIT   0.0092    0.0  0.0085  0.0099   True
 AWFIT-FFIT  BFIT-WFIT  -0.0152    0.0 -0.0165 -0.0139   True
 AWFIT-FFIT FFIT-AWFIT  -0.0025    0.0 -0.0035 -0.0016   True
 AWFIT-FFIT  FFIT-BFIT   0.0081    0.0  0.0074  0.0088   True
 AWFIT-FFIT  FFIT-FFIT   0.0058    0.0  0.0051  0.0066   True
 AWFIT-FFIT  FFIT-WFIT  -0.0182    0.0 -0.0198 -0.0166   True
 AWFIT-FFIT WFIT-AWFIT  -0.0171    0.0 -0.0192 -0.0149   True
 AWFIT-FFIT  WFIT-BFIT  -0.0079    0.0  -0.009 -0.0068   True
 AWFIT-FFIT  WFIT-FFIT  -0.0103    0.0 -0.0116 -0.0091   True
 AWFIT-FFIT  WFIT-WFIT  -0.0275    0.0 -0.0323 -0.0228   True
 AWFIT-WFIT BFIT-AWFIT   0.0218    0.0  0.0195  0.0242   True
 AWFIT-WFIT  BFIT-BFIT   0.0325    0.0  0.0302  0.0348   True
 AWFIT-WFIT  BFIT-FFIT   0.0298    0.0  0.0275  0.0321   True
 AWFIT-WFIT  BFIT-WFIT   0.0054    0.0  0.0029   0.008   True
 AWFIT-WFIT FFIT-AWFIT   0.0181    0.0  0.0157  0.0205   True
 AWFIT-WFIT  FFIT-BFIT   0.0287    0.0  0.0264   0.031   True
 AWFIT-WFIT  FFIT-FFIT   0.0265    0.0  0.0241  0.0288   True
 AWFIT-WFIT  FFIT-WFIT   0.0024 0.0471 -0.0003  0.0051  False
 AWFIT-WFIT WFIT-AWFIT   0.0036 0.0008  0.0005  0.0066   True
 AWFIT-WFIT  WFIT-BFIT   0.0127    0.0  0.0102  0.0152   True
 AWFIT-WFIT  WFIT-FFIT   0.0103    0.0  0.0077  0.0128   True
 AWFIT-WFIT  WFIT-WFIT  -0.0069    0.0 -0.0121 -0.0017   True
 BFIT-AWFIT  BFIT-BFIT   0.0107    0.0    0.01  0.0113   True
 BFIT-AWFIT  BFIT-FFIT    0.008    0.0  0.0074  0.0086   True
 BFIT-AWFIT  BFIT-WFIT  -0.0164    0.0 -0.0177 -0.0151   True
 BFIT-AWFIT FFIT-AWFIT  -0.0037    0.0 -0.0047 -0.0028   True
 BFIT-AWFIT  FFIT-BFIT   0.0069    0.0  0.0062  0.0075   True
 BFIT-AWFIT  FFIT-FFIT   0.0046    0.0   0.004  0.0053   True
 BFIT-AWFIT  FFIT-WFIT  -0.0194    0.0  -0.021 -0.0178   True
 BFIT-AWFIT WFIT-AWFIT  -0.0183    0.0 -0.0204 -0.0161   True
 BFIT-AWFIT  WFIT-BFIT  -0.0091    0.0 -0.0102  -0.008   True
 BFIT-AWFIT  WFIT-FFIT  -0.0115    0.0 -0.0128 -0.0103   True
 BFIT-AWFIT  WFIT-WFIT  -0.0287    0.0 -0.0334  -0.024   True
  BFIT-BFIT  BFIT-FFIT  -0.0026    0.0  -0.003 -0.0022   True
  BFIT-BFIT  BFIT-WFIT   -0.027    0.0 -0.0282 -0.0258   True
  BFIT-BFIT FFIT-AWFIT  -0.0144    0.0 -0.0152 -0.0136   True
  BFIT-BFIT  FFIT-BFIT  -0.0038    0.0 -0.0042 -0.0034   True
  BFIT-BFIT  FFIT-FFIT   -0.006    0.0 -0.0065 -0.0056   True
  BFIT-BFIT  FFIT-WFIT  -0.0301    0.0 -0.0316 -0.0286   True
  BFIT-BFIT WFIT-AWFIT  -0.0289    0.0  -0.031 -0.0268   True
  BFIT-BFIT  WFIT-BFIT  -0.0198    0.0 -0.0207 -0.0188   True
  BFIT-BFIT  WFIT-FFIT  -0.0222    0.0 -0.0233  -0.021   True
  BFIT-BFIT  WFIT-WFIT  -0.0394    0.0 -0.0441 -0.0347   True
  BFIT-FFIT  BFIT-WFIT  -0.0244    0.0 -0.0256 -0.0232   True
  BFIT-FFIT FFIT-AWFIT  -0.0117    0.0 -0.0126 -0.0109   True
  BFIT-FFIT  FFIT-BFIT  -0.0011    0.0 -0.0016 -0.0007   True
  BFIT-FFIT  FFIT-FFIT  -0.0034    0.0 -0.0039 -0.0029   True
  BFIT-FFIT  FFIT-WFIT  -0.0274    0.0 -0.0289 -0.0259   True
  BFIT-FFIT WFIT-AWFIT  -0.0263    0.0 -0.0284 -0.0242   True
  BFIT-FFIT  WFIT-BFIT  -0.0171    0.0 -0.0181 -0.0161   True
  BFIT-FFIT  WFIT-FFIT  -0.0196    0.0 -0.0207 -0.0184   True
  BFIT-FFIT  WFIT-WFIT  -0.0367    0.0 -0.0414  -0.032   True
  BFIT-WFIT FFIT-AWFIT   0.0127    0.0  0.0113  0.0141   True
  BFIT-WFIT  FFIT-BFIT   0.0233    0.0   0.022  0.0245   True
  BFIT-WFIT  FFIT-FFIT    0.021    0.0  0.0198  0.0223   True
  BFIT-WFIT  FFIT-WFIT   -0.003    0.0 -0.0049 -0.0011   True
  BFIT-WFIT WFIT-AWFIT  -0.0019 0.1453 -0.0042  0.0005  False
  BFIT-WFIT  WFIT-BFIT   0.0073    0.0  0.0058  0.0088   True
  BFIT-WFIT  WFIT-FFIT   0.0049    0.0  0.0032  0.0065   True
  BFIT-WFIT  WFIT-WFIT  -0.0123    0.0 -0.0172 -0.0075   True
 FFIT-AWFIT  FFIT-BFIT   0.0106    0.0  0.0098  0.0114   True
